"Feature","Coefficient","Nonzero"
"wti_m0_w1",0.147759166687061,TRUE
"wti_m0_w2",0.0519190326348611,TRUE
"wti_m0_w3",0.058961191039351,TRUE
"wti_m0_w4",-0.0218367148724346,TRUE
"wti_m1_w1",0.104403038377929,TRUE
"wti_m1_w2",0.184795520577165,TRUE
"wti_m1_w3",0.156971328608493,TRUE
"wti_m1_w4",0.107391651584331,TRUE
"wti_m2_w1",0,FALSE
"wti_m2_w2",0.0471947281443536,TRUE
"wti_m2_w3",0.021258587539609,TRUE
"wti_m2_w4",0.117081585413451,TRUE
